category,scientific_name,common_names,conservation_status,primary_common_name
Vascular Plant,Coreopsis major,Wood Tickseed,Not Evaluated,Wood Tickseed
Vascular Plant,Coreopsis pubescens,"Hairy Tickseed, Star Tickseed",Not Evaluated,Hairy Tickseed
Vascular Plant,Coreopsis tinctoria,"Coreopsis, Golden Tickseed",Not Evaluated,Coreopsis
Vascular Plant,Coreopsis tripteris,Tall Tickseed,Not Evaluated,Tall Tickseed
Vascular Plant,Cosmos bipinnatus,Garden Cosmos,Not Evaluated,Garden Cosmos
Vascular Plant,Cosmos sulphureus,Sulphur Cosmos,Not Evaluated,Sulphur Cosmos
Vascular Plant,Crepis capillaris,"Hawk's Beard, Smooth Hawksbeard",Not Evaluated,Hawk's Beard
Vascular Plant,Crepis pulchra,Hawk's Beard,Not Evaluated,Hawk's Beard
Vascular Plant,Doellingeria infirma,Cornel-Leaf Whitetop,Not Evaluated,Cornel-Leaf Whitetop
Vascular Plant,Doellingeria umbellata var. umbellata,Parasol Whitetop,Not Evaluated,Parasol Whitetop
Vascular Plant,Eclipta prostrata,Eclipta,Not Evaluated,Eclipta
Vascular Plant,Elephantopus carolinianus,"Carolina Elephant-Foot, Carolina Tobaccoweed",Not Evaluated,Carolina Elephant-Foot
Vascular Plant,Elephantopus tomentosus,"Hairy Tobaccoweed, Tobaccoweed",Not Evaluated,Hairy Tobaccoweed
Vascular Plant,Erechtites hieracifolia,Burnweed,Not Evaluated,Burnweed
Vascular Plant,Erechtites hieraciifolia,American Burnweed,Not Evaluated,American Burnweed
Vascular Plant,Erechtites hieraciifolia var. hieraciifolia,American Burnweed,Not Evaluated,American Burnweed
Vascular Plant,Erigeron,"Daisy, Fleabane",Not Evaluated,Daisy
Vascular Plant,Erigeron annuus,"Daisy-Fleabane, White-Top Fleabane",Not Evaluated,Daisy-Fleabane
Vascular Plant,Erigeron philadelphicus,Philadelphia Fleabane,Not Evaluated,Philadelphia Fleabane
Vascular Plant,Erigeron pulchellus,"Robin Plantain Fleabane, Robin's-Plantain",Not Evaluated,Robin Plantain Fleabane
Vascular Plant,Erigeron strigosus,"Daisy Fleabane, Daisy-Fleabane",Not Evaluated,Daisy Fleabane
Vascular Plant,Eupatorium,Thoroughwort,Not Evaluated,Thoroughwort
Vascular Plant,Eupatorium album,"White Eupatorium, White Thoroughwort",Not Evaluated,White Eupatorium
Vascular Plant,Eupatorium altissimum,Tall Thoroughwort,Not Evaluated,Tall Thoroughwort
Vascular Plant,Eupatorium capillifolium,"Dog-Fennel, Small Dog-Fennel Thoroughwort",Not Evaluated,Dog-Fennel
Vascular Plant,Eupatorium coelestinum,Blue Boneset,Not Evaluated,Blue Boneset
Vascular Plant,Eupatorium fistulosum,"Hollow Joe-Pye Weed, Joe-Pye-Weed",Not Evaluated,Hollow Joe-Pye Weed
Vascular Plant,Eupatorium hyssopifolium,"Hyssopleaf Thoroughwort, Narrow-Leaved Snakeroot",Not Evaluated,Hyssopleaf Thoroughwort
Vascular Plant,Eupatorium maculatum,"Joe-Pye-Weed, Spotted Joe-Pye Weed",Not Evaluated,Joe-Pye-Weed
Vascular Plant,Eupatorium perfoliatum,"Boneset, Common Boneset",Not Evaluated,Boneset
Vascular Plant,Eupatorium pilosum,Rough Boneset,Not Evaluated,Rough Boneset
Vascular Plant,Eupatorium purpureum,"Sweet Joe-Pye Weed, Sweet Or Woodland Joe-Pye-Weed",Not Evaluated,Sweet Joe-Pye Weed
Vascular Plant,Eupatorium rotundifolium,"Round-Leaf Thorough-Wort, Round-Leaved Snake-Root",Not Evaluated,Round-Leaf Thorough-Wort
Vascular Plant,Eupatorium rotundifolium var. ovatum,Roundleaf Thoroughwort,Not Evaluated,Roundleaf Thoroughwort
Vascular Plant,Eupatorium rotundifolium var. rotundifolium,Roundleaf Thoroughwort,Not Evaluated,Roundleaf Thoroughwort
Vascular Plant,Eupatorium rugosum,"Richweed, Snakeroot, White Snakeroot",Not Evaluated,Richweed
Vascular Plant,Eupatorium serotinum,"Acuminate-Leaved Snake-Root, Late-Flowering Thorough-Wort",Not Evaluated,Acuminate-Leaved Snake-Root
Vascular Plant,Eupatorium sessilifolium,Upland Boneset,Not Evaluated,Upland Boneset
Vascular Plant,Eupatorium steelei,Appalachian Joe-Pye-Weed,Not Evaluated,Appalachian Joe-Pye-Weed
Vascular Plant,Eurybia chlorolepis,Mountain Aster,Not Evaluated,Mountain Aster
Vascular Plant,Eurybia divaricata,White Wood Aster,Not Evaluated,White Wood Aster
Vascular Plant,Eurybia macrophylla,Bigleaf Aster,Not Evaluated,Bigleaf Aster
Vascular Plant,Eurybia surculosa,Creeping Aster,Not Evaluated,Creeping Aster
Vascular Plant,Fleischmannia incarnata,Pink Thoroughwort,Not Evaluated,Pink Thoroughwort
Vascular Plant,Galinsoga parviflora,Gallantsoldier,Not Evaluated,Gallantsoldier
Vascular Plant,Galinsoga quadriradiata,"Fringed Quickweed, Peruvian Daisy",Not Evaluated,Fringed Quickweed
Vascular Plant,Gamochaeta falcata,Narrowleaf Purple Everlasting,Not Evaluated,Narrowleaf Purple Everlasting
Vascular Plant,Gamochaeta purpurea,Purple Cudweed,Not Evaluated,Purple Cudweed
Vascular Plant,Gnaphalium helleri,"Catfoot, Glandular Catfoot",Not Evaluated,Catfoot
Vascular Plant,Gnaphalium obtusifolium,"Catfoot, Fragrant Cudweed",Not Evaluated,Catfoot
Vascular Plant,Helenium amarum,"Five-Leaf Sneezeweed, Sneezeweed",Not Evaluated,Five-Leaf Sneezeweed
Vascular Plant,Helenium autumnale,"Autumn Sneezeweed, Common Sneezeweed",Not Evaluated,Autumn Sneezeweed
Vascular Plant,Helenium flexuosum,"Dark-Eyed Sneezeweed, Purple-Head Sneezeweed",Not Evaluated,Dark-Eyed Sneezeweed
Vascular Plant,Helianthus,Sunflower,Not Evaluated,Sunflower
Vascular Plant,Helianthus angustifolius,"Narrow-Leaved Sunflower, Swamp Sunflower",Not Evaluated,Narrow-Leaved Sunflower
Vascular Plant,Helianthus annuus,Common Sunflower,Not Evaluated,Common Sunflower
Vascular Plant,Helianthus atrorubens,"Purple-Disk Sunflower, Sunflower",Not Evaluated,Purple-Disk Sunflower
Vascular Plant,Helianthus decapetalus,"Thin-Leaved Sunflower, Wide-Leaved Sunflower",Not Evaluated,Thin-Leaved Sunflower
Vascular Plant,Helianthus divaricatus,"Woodland Sunflower, Sessile-Leaved Sunflower",Not Evaluated,Woodland Sunflower
Vascular Plant,Helianthus giganteus,Giant Sunflower,Not Evaluated,Giant Sunflower
Vascular Plant,Helianthus glaucophyllus,Whiteleaf Sunflower,Not Evaluated,Whiteleaf Sunflower
Vascular Plant,Helianthus hirsutus,Hairy Sunflower,Not Evaluated,Hairy Sunflower
Vascular Plant,Helianthus maximiliani,Maximilian Sunflower,Not Evaluated,Maximilian Sunflower
Vascular Plant,Helianthus microcephalus,Small Wood Sunflower,Not Evaluated,Small Wood Sunflower
Vascular Plant,Helianthus mollis,Ashy Sunflower,Not Evaluated,Ashy Sunflower
Vascular Plant,Helianthus strumosus,Paleleaf Woodland Sunflower,Not Evaluated,Paleleaf Woodland Sunflower
Vascular Plant,Helianthus tuberosus,"Jerusalem Artichoke, Sunflower",Not Evaluated,Jerusalem Artichoke
Vascular Plant,Heliopsis helianthoides,Ox-Eye,Not Evaluated,Ox-Eye
Vascular Plant,Heterotheca camporum,Lemonyellow Falsegoldenaster,Not Evaluated,Lemonyellow Falsegoldenaster
Vascular Plant,Hieracium aurantiacum,Orange Hawkweed,Not Evaluated,Orange Hawkweed
Vascular Plant,Hieracium caespitosum,Field Hawkweed,Not Evaluated,Field Hawkweed
Vascular Plant,Hieracium gronovii,Hairy Hawkweed,Not Evaluated,Hairy Hawkweed
Vascular Plant,Hieracium paniculatum,Panicled Hawkweed,Not Evaluated,Panicled Hawkweed
Vascular Plant,Hieracium pilosella,"Mouseear, Mouse-Ear Hawkweed",Not Evaluated,Mouseear
Vascular Plant,Hieracium piloselloides,King Devil,Not Evaluated,King Devil
Vascular Plant,Hieracium scabrum,Rough Hawkweed,Not Evaluated,Rough Hawkweed
Vascular Plant,Hieracium venosum,Rattlesnake Hawkweed,Not Evaluated,Rattlesnake Hawkweed
Vascular Plant,Hieracium X marianum,Hawkweed,Not Evaluated,Hawkweed
Vascular Plant,Hypochaeris radicata,"Cat's Ear, Spotted Cat's-Ear",Not Evaluated,Cat's Ear
Vascular Plant,Inula helenium,Elecampane Inula,Not Evaluated,Elecampane Inula
Vascular Plant,Ionactis linariifolius,"Flaxleaf Aster, Ionactis",Not Evaluated,Flaxleaf Aster
Vascular Plant,Iva annua,Iva,Not Evaluated,Iva
Vascular Plant,Krigia biflora,"Dwarf Dandelion, Two-Flowered Dwarf Dandelion",Not Evaluated,Dwarf Dandelion
Vascular Plant,Krigia caespitosa,Weedy Dwarfdandelion,Not Evaluated,Weedy Dwarfdandelion
Vascular Plant,Krigia dandelion,"Dwarf Dandelion, Potato Dandelion",Not Evaluated,Dwarf Dandelion
Vascular Plant,Krigia montana,"False Dandelion, Mountain Krigia",Not Evaluated,False Dandelion
Vascular Plant,Krigia virginica,"Dwarf Dandelion, Virginia Dwarf Dandelion",Not Evaluated,Dwarf Dandelion
Vascular Plant,Lactuca biennis,Tall Blue Lettuce,Not Evaluated,Tall Blue Lettuce
Vascular Plant,Lactuca canadensis,"Canada Lettuce, Wild Lettuce",Not Evaluated,Canada Lettuce
Vascular Plant,Lactuca floridana,"Woodland Blue Lettuce, Woodland Lettuce",Not Evaluated,Woodland Blue Lettuce
Vascular Plant,Lactuca graminifolia,Grassleaf Lettuce,Not Evaluated,Grassleaf Lettuce
Vascular Plant,Lactuca hirsuta,Hairy Lettuce,Not Evaluated,Hairy Lettuce
Vascular Plant,Lactuca saligna,Willowleaf Lettuce,Not Evaluated,Willowleaf Lettuce
Vascular Plant,Lactuca serriola,Prickly Lettuce,Not Evaluated,Prickly Lettuce
Vascular Plant,Lapsana communis,"Common Nipplewort, Nipplewort",Not Evaluated,Common Nipplewort
Vascular Plant,Leucanthemum vulgare,Daisy,Not Evaluated,Daisy
Vascular Plant,Liatris aspera,"Rough Gayfeather, Tall Blazing Star, Tall Gayfeather",Not Evaluated,Rough Gayfeather
Vascular Plant,Liatris scariosa,Devil's Bite,Not Evaluated,Devil's Bite
Vascular Plant,Liatris spicata,"Dense Blazing Star, Spike Gay-Feather",Not Evaluated,Dense Blazing Star
Vascular Plant,Liatris squarrosa,Scaly Blazing Star,Not Evaluated,Scaly Blazing Star
Vascular Plant,Liatris squarrulosa,"Appalachian Gayfeather, Earle's Blazing Star",Not Evaluated,Appalachian Gayfeather
Vascular Plant,Matricaria discoidea,"Disc Mayweed, Pineapple-Weed Chamomile",Not Evaluated,Disc Mayweed
Vascular Plant,Oclemena acuminata,Whorled Wood Aster,Not Evaluated,Whorled Wood Aster
Vascular Plant,Oligoneuron rigidum var. rigidum,Stiff Goldenrod,Not Evaluated,Stiff Goldenrod
Vascular Plant,Packera anonyma,Small's Ragwort,Not Evaluated,Small's Ragwort
Vascular Plant,Packera aurea,Golden Ragwort,Not Evaluated,Golden Ragwort
Vascular Plant,Packera obovata,Roundleaf Ragwort,Not Evaluated,Roundleaf Ragwort
Vascular Plant,Parthenium integrifolium,"American Fever-Few, Wild Quinine",Species of Concern,American Fever-Few
Vascular Plant,Picris hieracioides,Hawkweed Oxtongue,Not Evaluated,Hawkweed Oxtongue
Vascular Plant,Pityopsis graminifolia var. graminifolia,Grass-Leaved Golden Aster,Not Evaluated,Grass-Leaved Golden Aster
Vascular Plant,Pityopsis graminifolia var. latifolia,Narrowleaf Silkgrass,Not Evaluated,Narrowleaf Silkgrass
Vascular Plant,Pluchea camphorata,"Camphorweed, Marsh Fleabane",Not Evaluated,Camphorweed
Vascular Plant,Polymnia canadensis,"Leaf-Cup, White-Flower Leafcup",Not Evaluated,Leaf-Cup
Vascular Plant,Polymnia laevigata,Tennessee Leafcup,Not Evaluated,Tennessee Leafcup
Vascular Plant,Prenanthes alba,"White Rattlesnakeroot, White Rattlesnake-Root",Not Evaluated,White Rattlesnakeroot
Vascular Plant,Prenanthes altissima,"Tall Rattlesnakeroot, Tall Rattlesnake-Root",Not Evaluated,Tall Rattlesnakeroot
Vascular Plant,Prenanthes roanensis,"Roan Rattlesnakeroot, Roan's Rattlesnakeroot",Not Evaluated,Roan Rattlesnakeroot
Vascular Plant,Prenanthes serpentaria,"Lion's-Foot, Rattlesnakeroot",Not Evaluated,Lion's-Foot
Vascular Plant,Prenanthes trifoliolata,"Lion's Foot, Three-Leaved Rattlesnake-Root",Not Evaluated,Lion's Foot
Vascular Plant,Pseudognaphalium helleri ssp. helleri,Heller's Cudweed,Not Evaluated,Heller's Cudweed
Vascular Plant,Pseudognaphalium obtusifolium ssp. obtusifolium,Rabbittobacco,Not Evaluated,Rabbittobacco
Vascular Plant,Pyrrhopappus carolinianus,"Carolina False-Dandelion, False Dandelion",Not Evaluated,Carolina False-Dandelion
Vascular Plant,Ratibida pinnata,Pinnate Prairie Coneflower,Not Evaluated,Pinnate Prairie Coneflower
Vascular Plant,Rudbeckia fulgida,Orange Coneflower,Not Evaluated,Orange Coneflower
Vascular Plant,Rudbeckia fulgida var. fulgida,Orange Coneflower,Not Evaluated,Orange Coneflower
Vascular Plant,Rudbeckia fulgida var. umbrosa,Orange Coneflower,Not Evaluated,Orange Coneflower
Vascular Plant,Rudbeckia hirta,Blackeyed Susan,Not Evaluated,Blackeyed Susan
Vascular Plant,Rudbeckia hirta var. hirta,Black-Eyed Susan,Not Evaluated,Black-Eyed Susan
Vascular Plant,Rudbeckia hirta var. pulcherrima,Narrow-Leaved Black-Eyed Susan,Not Evaluated,Narrow-Leaved Black-Eyed Susan
Vascular Plant,Rudbeckia laciniata var. digitata,Cutleaf Coneflower,Not Evaluated,Cutleaf Coneflower
Vascular Plant,Rudbeckia laciniata var. humilis,Coneflower,Not Evaluated,Coneflower
Vascular Plant,Rudbeckia laciniata var. laciniata,Cutleaf Coneflower,Not Evaluated,Cutleaf Coneflower
Vascular Plant,Rudbeckia triloba,"Brown-Eyed Susan, Hree-Lobed Black-Eyed Susan",Not Evaluated,Brown-Eyed Susan
Vascular Plant,Rugelia nudicaulis,Rugel's Ragwort,Species of Concern,Rugel's Ragwort
Vascular Plant,Senecio anonymus,"Small's Ragwort, Yellow Ragwort",Not Evaluated,Small's Ragwort
Vascular Plant,Senecio aureus,Golden Ragwort,Not Evaluated,Golden Ragwort
Vascular Plant,Senecio obovatus,"Round-Leaf Groundsel, Spatulate-Leaved Ragwort",Not Evaluated,Round-Leaf Groundsel
Vascular Plant,Sericocarpus asteroides,Toothed Whitetop Aster,Not Evaluated,Toothed Whitetop Aster
Vascular Plant,Sericocarpus linifolius,Narrowleaf Whitetop Aster,Not Evaluated,Narrowleaf Whitetop Aster
Vascular Plant,Silphium asteriscus,"Starry Rosinweed, Starry Rosin-Weed",Not Evaluated,Starry Rosinweed
Vascular Plant,Silphium asteriscus var. asteriscus,Rosin-Weed,Not Evaluated,Rosin-Weed
Vascular Plant,Silphium asteriscus var. laevicaule,Rosin-Weed,Not Evaluated,Rosin-Weed
Vascular Plant,Silphium compositum,"Kindey-Leaf Rosin-Weed, Rosin-Weed",Not Evaluated,Kindey-Leaf Rosin-Weed
Vascular Plant,Silphium trifoliatum var. trifoliatum,Whorled Rosinweed,Not Evaluated,Whorled Rosinweed
Vascular Plant,Smallanthus uvedalius,Hairy Leafcup,Not Evaluated,Hairy Leafcup
Vascular Plant,Solidago,Goldenrod,Not Evaluated,Goldenrod
Vascular Plant,Solidago altissima,Canada Goldenrod,Not Evaluated,Canada Goldenrod
Vascular Plant,Solidago arguta,"Cutleaf Goldenrod, Sharp-Leaved Goldenrod",Not Evaluated,Cutleaf Goldenrod
Vascular Plant,Solidago arguta var. arguta,Atlantic Goldenrod,Not Evaluated,Atlantic Goldenrod
Vascular Plant,Solidago arguta var. caroliniana,Carolina Goldenrod,Not Evaluated,Carolina Goldenrod
Vascular Plant,Solidago bicolor,"Silverrod, White Goldenrod",Not Evaluated,Silverrod
Vascular Plant,Solidago caesia,"Bluestem Goldenrod, Wreath Goldenrod",Not Evaluated,Bluestem Goldenrod
Vascular Plant,Solidago canadensis var. scabra,Canada Goldenrod,Not Evaluated,Canada Goldenrod
Vascular Plant,Solidago curtisii,Mountain Decumbent Goldenrod,Not Evaluated,Mountain Decumbent Goldenrod
Vascular Plant,Solidago erecta,Slender Golden-Rod,Not Evaluated,Slender Golden-Rod
Vascular Plant,Solidago flaccidifolia,"Appalachian Golden-Rod, Thin-Leaved Goldenrod",Not Evaluated,Appalachian Golden-Rod
Vascular Plant,Solidago flexicaulis,"A Goldenrod, Zig-Zag Goldenrod",Not Evaluated,A Goldenrod
Vascular Plant,Solidago gigantea,"A Goldenrod, Tall Goldenrod",Not Evaluated,A Goldenrod
Vascular Plant,Solidago glomerata,"A Goldenrod, Skunk Goldenrod",Not Evaluated,A Goldenrod
Vascular Plant,Solidago hispida,"Hairy Goldenrod, Yellow Hairy Goldenrod",Not Evaluated,Hairy Goldenrod
Vascular Plant,Solidago juncea,Early Goldenrod,Not Evaluated,Early Goldenrod
Vascular Plant,Solidago nemoralis var. nemoralis,Gray Goldenrod,Not Evaluated,Gray Goldenrod
Vascular Plant,Solidago odora,"Fragrant Goldenrod, Sweet Goldenrod",Not Evaluated,Fragrant Goldenrod
Vascular Plant,Solidago patula,"Rough-Leaved Goldenrod, Roundleaf Goldenrod",Not Evaluated,Rough-Leaved Goldenrod
Vascular Plant,Solidago puberula,"Downy Goldenrod, Hairy Goldenrod",Not Evaluated,Downy Goldenrod
Vascular Plant,Solidago roanensis,"Roan's Goldenrod, Tennessee Golden-Rod",Not Evaluated,Roan's Goldenrod
Vascular Plant,Solidago rugosa ssp. aspera,Rough-Stemmed Goldenrod,Not Evaluated,Rough-Stemmed Goldenrod
Vascular Plant,Solidago speciosa var. erecta,Erect Goldenrod,Not Evaluated,Erect Goldenrod
Vascular Plant,Solidago speciosa var. rigidiuscula,Showy Goldenrod,Not Evaluated,Showy Goldenrod
Vascular Plant,Solidago speciosa var. speciosa,Showy Goldenrod,Not Evaluated,Showy Goldenrod
Vascular Plant,Solidago sphacelata,"Autumn Goldenrod, Heart-Leaved Goldenrod",Not Evaluated,Autumn Goldenrod
Vascular Plant,Solidago uliginosa,Bog Goldenrod,Not Evaluated,Bog Goldenrod
Vascular Plant,Soliva sessilis,Field Soliva,Not Evaluated,Field Soliva
Vascular Plant,Sonchus arvensis ssp. uliginosus,Moist Sowthistle,Not Evaluated,Moist Sowthistle
Vascular Plant,Sonchus asper,"Spiney-Leaved Sonchus, Spiny-Leaf Sowthistle",Not Evaluated,Spiney-Leaved Sonchus
Vascular Plant,Symphyotrichum concolor,Eastern Silver Aster,Not Evaluated,Eastern Silver Aster
Vascular Plant,Symphyotrichum cordifolium,Common Blue Wood Aster,Not Evaluated,Common Blue Wood Aster
Vascular Plant,Symphyotrichum divaricatum,Southern Annual Saltmarsh Aster,Not Evaluated,Southern Annual Saltmarsh Aster
Vascular Plant,Symphyotrichum dumosum var. dumosum,Rice Button Aster,Not Evaluated,Rice Button Aster
Vascular Plant,Symphyotrichum laeve var. laeve,Smooth Blue Aster,Not Evaluated,Smooth Blue Aster
Vascular Plant,Symphyotrichum lateriflorum var. lateriflorum,Calico Aster,Not Evaluated,Calico Aster
Vascular Plant,Symphyotrichum lowrieanum,Lowrie's Blue Wood Aster,Not Evaluated,Lowrie's Blue Wood Aster
Vascular Plant,Symphyotrichum novae-angliae,New England Aster,Not Evaluated,New England Aster
Vascular Plant,Symphyotrichum oblongifolium,Aromatic Aster,Not Evaluated,Aromatic Aster
Vascular Plant,Symphyotrichum patens var. patens,Late Purple Aster,Not Evaluated,Late Purple Aster
Vascular Plant,Symphyotrichum phlogifolium,Thinleaf Late Purple Aster,Not Evaluated,Thinleaf Late Purple Aster
Vascular Plant,Symphyotrichum pilosum var. pilosum,Hairy White Oldfield Aster,Not Evaluated,Hairy White Oldfield Aster
Vascular Plant,Symphyotrichum prenanthoides,Crookedstem Aster,Not Evaluated,Crookedstem Aster
Vascular Plant,Symphyotrichum puniceum var. puniceum,Purplestem Aster,Not Evaluated,Purplestem Aster
Vascular Plant,Symphyotrichum retroflexum,Rigid Whitetop Aster,Not Evaluated,Rigid Whitetop Aster
Vascular Plant,Symphyotrichum shortii,Short's Aster,Not Evaluated,Short's Aster
Vascular Plant,Symphyotrichum undulatum,"Wavyleaf Aster, Waxyleaf Aster",Not Evaluated,Wavyleaf Aster
Vascular Plant,Symphyotrichum urophyllum,White Arrowleaf Aster,Not Evaluated,White Arrowleaf Aster
Vascular Plant,Tanacetum vulgare,Common Tansy,Not Evaluated,Common Tansy
Vascular Plant,Taraxacum laevigatum,Red-Seeded Dandelion,Not Evaluated,Red-Seeded Dandelion
Vascular Plant,Taraxacum officinale,"Brown-Seed Dandelion, Common Dandelion",Not Evaluated,Brown-Seed Dandelion
Vascular Plant,Tetragonotheca helianthoides,"Pineland Nerveray, Pineland Squarehead",Not Evaluated,Pineland Nerveray
Vascular Plant,Tragopogon porrifolius,Salsify,Not Evaluated,Salsify
Vascular Plant,Tragopogon pratensis,"Yellow Goat's-Beard, Yellow Goatsbeard",Not Evaluated,Yellow Goat's-Beard
Vascular Plant,Tussilago farfara,Colt's Foot,Not Evaluated,Colt's Foot
Vascular Plant,Verbesina alternifolia,Wingstem,Not Evaluated,Wingstem
Vascular Plant,Verbesina occidentalis,"Wingstem, Yellow Crownbeard",Not Evaluated,Wingstem
Vascular Plant,Verbesina virginica,White Crownbeard,Not Evaluated,White Crownbeard
Vascular Plant,Vernonia gigantea,"Giant Ironweed, Tall Ironweed",Not Evaluated,Giant Ironweed
Vascular Plant,Vernonia noveboracensis,New York Ironweed,Not Evaluated,New York Ironweed
Vascular Plant,Xanthium strumarium var. glabratum,Rough Cockleburr,Not Evaluated,Rough Cockleburr
Vascular Plant,Youngia japonica,Oriental False Hawksbeard,Not Evaluated,Oriental False Hawksbeard
Vascular Plant,Campanula aparinoides,"Marsh Bellflower, Marsh Bluebell",Not Evaluated,Marsh Bellflower
Vascular Plant,Campanula divaricata,Southern Harebell,Not Evaluated,Southern Harebell
Vascular Plant,Campanulastrum americanum,Tall Bellflower,Not Evaluated,Tall Bellflower
Vascular Plant,Lobelia amoena,Southern Lobelia,Not Evaluated,Southern Lobelia
Vascular Plant,Lobelia cardinalis,Cardinal Flower,Not Evaluated,Cardinal Flower
Vascular Plant,Lobelia inflata,"Indian Tabacco, Indian-Tobacco",Not Evaluated,Indian Tabacco
Vascular Plant,Lobelia puberula,Downy Lobelia,Not Evaluated,Downy Lobelia
Vascular Plant,Lobelia siphilitica,"Great Blue Lobelia, Great Lobelia",Not Evaluated,Great Blue Lobelia
Vascular Plant,Lobelia spicata var. leptostachys,Lobelia,Not Evaluated,Lobelia
Vascular Plant,Triodanis biflora,Small Venus' Looking-Glass,Not Evaluated,Small Venus' Looking-Glass
Vascular Plant,Triodanis perfoliata var. perfoliata,Venus? Looking-Glass,Not Evaluated,Venus? Looking-Glass
Vascular Plant,Buglossoides arvensis,Corn Gromwell,Not Evaluated,Corn Gromwell
Vascular Plant,Cynoglossum officinale,Gypsyflower,Not Evaluated,Gypsyflower
Vascular Plant,Cynoglossum virginianum,"Wild Comfrey, Blue Hound's-Tongue",Not Evaluated,Wild Comfrey
Vascular Plant,Echium vulgare,"Blueweed, Common Viper's-Bugloss",Not Evaluated,Blueweed
Vascular Plant,Hackelia virginiana,"Beggar's Lice, Virginia Stickseed",Not Evaluated,Beggar's Lice
Vascular Plant,Lithospermum canescens,"Hoary Puccoon, Orange Puccoon",Not Evaluated,Hoary Puccoon
Vascular Plant,Mertensia virginica,"Virginia Bluebell, Virginia Bluebells",Not Evaluated,Virginia Bluebell
Vascular Plant,Myosotis laxa,Bay Forget Me Not,Not Evaluated,Bay Forget Me Not
Vascular Plant,Myosotis macrosperma,Large-Seeded Forget-Me-Not,Not Evaluated,Large-Seeded Forget-Me-Not
Vascular Plant,Myosotis scorpioides,"Forget-Me-Not, True Forget-Me-Not",Not Evaluated,Forget-Me-Not
Vascular Plant,Myosotis stricta,Strict Forget Me Not,Not Evaluated,Strict Forget Me Not
Vascular Plant,Myosotis verna,"Early Forget-Me-Not, Spring Forget-Me-Not",Not Evaluated,Early Forget-Me-Not
Vascular Plant,Hydrophyllum canadense,"Blunt-Leaf Waterleaf, Canadian Waterleaf",Not Evaluated,Blunt-Leaf Waterleaf
Vascular Plant,Hydrophyllum macrophyllum,"Bigleaf Waterleaf, Large-Leaf Water-Leaf",Not Evaluated,Bigleaf Waterleaf
Vascular Plant,Hydrophyllum virginianum var. atranthum,Virginia Waterleaf,Not Evaluated,Virginia Waterleaf
Vascular Plant,Nemophila aphylla,Nemophila,Not Evaluated,Nemophila
Vascular Plant,Phacelia bipinnatifida,Purple Phacelia,Not Evaluated,Purple Phacelia
Vascular Plant,Phacelia dubia var. dubia,Smallflower Scorpionweed,Not Evaluated,Smallflower Scorpionweed
Vascular Plant,Phacelia fimbriata,"Fringed Phacelia, Fringed Scorpion-Weed",Not Evaluated,Fringed Phacelia
Vascular Plant,Phacelia purshii,"Miami-Mist, Pursh's Purple Phacelia",Not Evaluated,Miami-Mist
Vascular Plant,Alliaria petiolata,Garlic Mustard,Not Evaluated,Garlic Mustard
Vascular Plant,Arabidopsis thaliana,"Mouse-Ear Cress, Wall-Cress",Not Evaluated,Mouse-Ear Cress
Vascular Plant,Arabis canadensis,Sicklepod,Not Evaluated,Sicklepod
Vascular Plant,Arabis laevigata,Smooth Rockcress,Not Evaluated,Smooth Rockcress
Vascular Plant,Arabis laevigata var. burkii,"Burk's Rockcress, Porter's Rockcress",Not Evaluated,Burk's Rockcress
Vascular Plant,Arabis laevigata var. laevigata,Smooth Rockcress,Not Evaluated,Smooth Rockcress
Vascular Plant,Arabis lyrata,"Lyre-Leaf Rockcress, Lyre-Leaved Rockcress",Not Evaluated,Lyre-Leaf Rockcress
Vascular Plant,Arabis patens,Spreading Rockcress,Not Evaluated,Spreading Rockcress
Vascular Plant,Barbarea verna,"Early Watercress, Early Winter-Cress",Not Evaluated,Early Watercress
Vascular Plant,Barbarea vulgaris,"Wintercress, Yellow Rocket",Not Evaluated,Wintercress
Vascular Plant,Brassica juncea,India Mustard,Not Evaluated,India Mustard
Vascular Plant,Brassica napus,Rape,Not Evaluated,Rape
Vascular Plant,Brassica rapa,"Bird's Rape, Rape Mustard",Not Evaluated,Bird's Rape
Vascular Plant,Capsella bursa-pastoris,"Common Shepherd's Purse, Shepherd's Purse",Not Evaluated,Common Shepherd's Purse
Vascular Plant,Capsella rubella,Reddish Shepherd's Purse,Not Evaluated,Reddish Shepherd's Purse
Vascular Plant,Cardamine angustata,Pepperwort,Not Evaluated,Pepperwort
Vascular Plant,Cardamine bulbosa,Bulbous Bittercress,Not Evaluated,Bulbous Bittercress
Vascular Plant,Cardamine clematitis,"Mountain Watercress, Mountain Bitter Cress",Species of Concern,Mountain Watercress
Vascular Plant,Cardamine concatenata,"Cutleaf Toothwort, Cut-Leaved Toothwort",Not Evaluated,Cutleaf Toothwort
Vascular Plant,Cardamine diphylla,"Toothwort, Two-Leaf Toothwort",Not Evaluated,Toothwort
Vascular Plant,Cardamine dissecta,Dissected-Leaved Toothwort,Not Evaluated,Dissected-Leaved Toothwort
Vascular Plant,Cardamine flagellifera,"Bitter Cress, Bittercress",Not Evaluated,Bitter Cress
Vascular Plant,Cardamine hirsuta,"Hairy Bittercress, Hairy Bitter-Cress",Not Evaluated,Hairy Bittercress
Vascular Plant,Cardamine parviflora var. arenicola,Sand Bittercress,Not Evaluated,Sand Bittercress
